,id,name,starRating,guestReviews,ratePlan,neighbourhood,enumNeighbourhoods
2397,312061024,Hotel Lungwood,3.5,7.6,41,Higashinippori,100
2401,1167570304,Hotel Sunpatio ,3.0,6.0,45,Nishikasai,104
2408,1179274208,Kawasaki Daiichi Hotel Mizonokuchi,2.0,6.0,54,Takatsu,126
2415,384184992,Hotel Francs,3.5,10.0,63,CHIBA,203
2418,381796352,JR Kyusyu Hotel Blossom Shinjuku,3.0,8.0,67,Yoyogi,80
2422,312061024,Hotel Lungwood,3.5,7.6,41,Higashinippori,100
2426,1167570304,Hotel Sunpatio ,3.0,6.0,45,Nishikasai,104
2433,1179274208,Kawasaki Daiichi Hotel Mizonokuchi,2.0,6.0,54,Takatsu,126
2440,384184992,Hotel Francs,3.5,10.0,63,CHIBA,203
2443,381796352,JR Kyusyu Hotel Blossom Shinjuku,3.0,8.0,67,Yoyogi,80
2447,312061024,Hotel Lungwood,3.5,7.6,41,Higashinippori,100
2451,1167570304,Hotel Sunpatio ,3.0,6.0,45,Nishikasai,104
2458,1179274208,Kawasaki Daiichi Hotel Mizonokuchi,2.0,6.0,54,Takatsu,126
2465,384184992,Hotel Francs,3.5,10.0,63,CHIBA,203
2468,381796352,JR Kyusyu Hotel Blossom Shinjuku,3.0,8.0,67,Yoyogi,80
